,long,lat,elev,rt_num,class,intensity,geometry,cluster_label
79358,83181.642,439691.443,6753,1,6,207,POINT (4.342734085922712 51.94103496992676),5
79359,83179.366,439676.609,535,1,6,217,POINT (4.342704091295153 51.94090136257436),6
79360,83179.441,439676.869,97,1,6,218,POINT (4.342705127516597 51.940903708886054),6
79391,83180.888,439684.695,1178,1,6,127,POINT (4.342724532456535 51.940974228166894),5
79392,83180.952,439685.023,1165,1,6,259,POINT (4.342725394518816 51.940977184174336),5
79393,83181.012,439685.332,1177,1,6,231,POINT (4.3427262023887945 51.94097996891179),5
79394,83181.081,439685.687,1171,1,6,216,POINT (4.342727131512544 51.9409831682144),5
79395,83181.145,439686.026,1188,1,6,215,POINT (4.342727991276116 51.94098622307892),5
79397,83181.209,439686.36,1191,2,6,226,POINT (4.342728852084825 51.940989233008395),5
79398,83181.136,439687.305,5689,1,6,172,POINT (4.342727593092045 51.94099771630566),5
79399,83181.275,439686.701,1184,2,6,97,POINT (4.342729740512374 51.940992306105315),5
79400,83181.196,439687.639,5760,1,6,222,POINT (4.342728395737424 51.941000725718396),5
79401,83181.253,439687.964,5863,1,6,191,POINT (4.342729156641302 51.94100365386055),5
79402,83181.312,439688.291,5936,1,6,195,POINT (4.342729946209032 51.94100660023503),5
79403,83181.374,439688.643,6051,1,6,191,POINT (4.342730774174424 51.94100977167237),5
79404,83181.438,439689.005,6155,1,6,202,POINT (4.342731629131661 51.94101303323814),5
79405,83181.495,439689.327,6245,1,6,191,POINT (4.342732390662963 51.94101593441921),5
79406,83181.558,439689.693,6366,1,6,170,POINT (4.342733230243536 51.94101923180386),5
79407,83181.616,439690.014,6439,1,6,186,POINT (4.342734006524933 51.94102212412707),5
79408,83181.675,439690.355,6557,1,6,167,POINT (4.342734793167256 51.9410251963197),5
79409,83181.731,439690.672,6642,1,6,165,POINT (4.34273554120309 51.941028052436515),5
79410,83181.794,439691.032,6745,1,6,174,POINT (4.342736382038129 51.94103129589905),5
79411,83181.855,439691.38,6870,1,6,207,POINT (4.342737196299537 51.94103443125913),5
79412,83179.64,439676.48,531,1,6,222,POINT (4.342708102449222 51.94090023864446),6
79413,83179.722,439676.755,3,1,6,207,POINT (4.3427092373216745 51.94090272066554),6
79445,83181.166,439684.604,1242,2,6,292,POINT (4.342728593837958 51.94097344625952),5
79446,83181.238,439684.944,1138,1,6,127,POINT (4.342729569719417 51.940976511144434),5
79447,83181.296,439685.258,1169,1,6,213,POINT (4.342730347462881 51.940979340558606),5
79448,83181.36,439685.592,1183,1,6,221,POINT (4.342731208271619 51.94098235048805),5
79450,83181.42,439685.905,1183,2,6,163,POINT (4.342732015306039 51.94098517117353),5
79452,83181.489,439686.265,1191,2,6,265,POINT (4.342732943385294 51.94098841541117),5
79454,83181.555,439686.602,1182,2,6,142,POINT (4.342733832649119 51.94099145255999),5
79455,83181.471,439687.56,5913,1,6,299,POINT (4.3427324109905046 51.94100005126753),5
79456,83181.533,439687.906,6003,1,6,174,POINT (4.34273324020997 51.94100316878275),5
79457,83181.593,439688.24,6083,1,6,179,POINT (4.34273404285582 51.94100617819549),5
79458,83181.65,439688.565,6180,1,6,206,POINT (4.342734803760156 51.94100910633759),5
79459,83181.71,439688.898,6256,1,6,221,POINT (4.34273560661522 51.94101210676327),5
79460,83181.77,439689.249,6384,1,6,222,POINT (4.342736405708345 51.94101526895522),5
79461,83181.835,439689.613,6473,1,6,181,POINT (4.342737274788973 51.94101854862417),5
79462,83181.891,439689.935,6578,1,6,250,POINT (4.3427380217798435 51.941021449675986),5
79463,83181.955,439690.299,6700,1,6,194,POINT (4.34273887631982 51.941024729215755),5
79464,83182.012,439690.62,6788,1,6,195,POINT (4.342739638060786 51.941027621409766),5
79465,83182.07,439690.952,6894,1,6,202,POINT (4.342740412043719 51.94103061259007),5
79466,83182.127,439691.273,6979,1,6,266,POINT (4.342741173784879 51.941033504784045),5
79467,83182.191,439691.637,7080,1,6,293,POINT (4.34274202832531 51.94103678432377),5
79468,83179.98,439676.414,484,1,6,214,POINT (4.342713060131549 51.940899689421926),6
79501,83181.57,439684.869,1208,1,6,124,POINT (4.342734412963967 51.940975880004515),5
79502,83181.632,439685.178,1174,1,6,159,POINT (4.342735249916228 51.94097866500025),5
79503,83181.7,439685.533,1178,1,6,222,POINT (4.342736164499724 51.940981864173644),5
79504,83181.761,439685.849,1184,1,6,212,POINT (4.342736985448315 51.940984711949305),5
79506,83181.824,439686.175,1173,2,6,190,POINT (4.342737833388738 51.940987649853454),5
79508,83181.801,439687.505,6098,1,6,35,POINT (4.342737220975755 51.940999599609405),5
79510,83181.863,439687.846,6171,1,6,240,POINT (4.3427380512405565 51.941002672189526),5
79511,83181.922,439688.18,6245,1,6,177,POINT (4.342738839345841 51.94100568147306),5
79512,83181.984,439688.529,6365,1,6,195,POINT (4.342739667938848 51.94100882594928),5
79513,83182.043,439688.862,6439,1,6,159,POINT (4.342740456253348 51.94101182624578),5
79514,83182.1,439689.19,6553,1,6,157,POINT (4.342741216531191 51.94101478134885),5
79515,83182.16,439689.525,6640,1,6,159,POINT (4.342742018968778 51.94101779974852),5
79516,83182.221,439689.873,6745,1,6,202,POINT (4.342742833230342 51.94102093510852),5
79517,83182.285,439690.24,6877,1,6,167,POINT (4.34274368714366 51.94102424160931),5
79518,83182.341,439690.555,6956,1,6,248,POINT (4.342744435598043 51.94102707975201),5
79519,83182.404,439690.924,7102,1,6,248,POINT (4.3427452745526995 51.941030404097674),5
79520,83182.468,439691.211,6943,1,6,275,POINT (4.342746145186422 51.94103299163738),5
79521,83182.534,439691.527,6860,1,6,214,POINT (4.342747038841013 51.9410358400588),5
79522,83180.332,439676.304,428,1,6,224,POINT (4.3427182015001495 51.94089874632072),6
79554,83181.982,439685.082,1199,1,6,106,POINT (4.342740359285661 51.94097784745798),5
79555,83182.051,439685.433,1172,1,6,227,POINT (4.3427412892463835 51.94098101081242),5
79556,83182.112,439685.745,1176,1,6,235,POINT (4.342742111031288 51.94098382263999),5
79557,83182.18,439686.099,1179,1,6,230,POINT (4.342743025824379 51.94098701282632),5
79559,83182.241,439686.416,1176,2,6,222,POINT (4.342743846564495 51.94098986958897),5
79561,83182.304,439686.742,1177,2,6,115,POINT (4.342744694505463 51.940992807493025),5
79562,83182.203,439687.753,6362,1,6,233,POINT (4.342743014576871 51.941001880316406),5
79563,83182.365,439687.065,1203,2,6,12,POINT (4.342745513991788 51.94099571817771),5
79564,83182.268,439688.107,6421,1,6,170,POINT (4.34274388574774 51.941005070115196),5
79565,83182.329,439688.457,6536,1,6,223,POINT (4.34274469959121 51.94100822344924),5
79566,83182.389,439688.791,6619,1,6,162,POINT (4.342745502237917 51.941011232861875),5
